Name,Street Address,Type,Reviews,No of Reviews,Comments,Price_Range,State,ZipCode,City,weighted_ratings
Tropicana Diner,537-545 Morris Avenue," American, Diner, Vegetarian Friendly",4.5,47,"I haven’t been to the Tropicana in years but stopped by a few days ago with some friends who were visiting the area. The food and service was as excellent as ever. Generous portions, friendly service and pleasant atmosphere- just as I remember it. Don’t...More",$$ - $$$,NJ,07208-1985,Elizabeth,211.5
Bob's Steak & Chop House,5760 Legacy Dr," American, Steakhouse, Gluten Free Options",4.5,266,Good meal.   Filet was tasty but medium came out more rare.    Recommend baked potato.   Bread awesome.  Wine selection good.  Valet parking if needed.,$$$$,TX,75024-7102,Plano,1197.0
The Fountain Cafe,920 Washington St," American, Cafe, International",4.5,640,"It was a rather hot day even for summer and here it was just before Christmas. The sound of having an ice cream was just what we all wanted. Wonderful selection that pleased everyone. Very busy and had to wait for a table, but worth...More",$$ - $$$,WA,98368-5722,Port Townsend,2880.0
The Lost Cajun- San Antonio Embassy,226 W Bitters Rd Suite 120," Cajun & Creole, Seafood, American",4.5,94,The people were so sweet and nice!!! Food was delicious! Red beans and rice and chicken and sausage gumbo were a hit!!!! Definitely recommend 10/10 will be back for sure!,$$ - $$$,TX,78216-2072,San Antonio,423.0
Cope's Knotty Pine Cafe,1530 Norris Rd," American, Diner, Cafe",4.5,142,,$,CA,93308-2263,Bakersfield,639.0
Bella On Houston,204 E Houston St," Italian, Mediterranean, European",4.5,1063,We typically dine downtown San Antonio on the Riverwalk prior to attending an evening performance at the Majestic Theater. We elected to dine at Bella's based upon very favorable reviews and proximity to the venue. From the warm welcome to the conclusion of our dining...More,$$$$,TX,78205-1815,San Antonio,4783.5
Lemon Ice King of Corona,5202 108th St," Dessert, Vegan Options",4.5,225,"Great ices. ESP the lemon. 
Real lemon ices
Beats all 5hose frozen iced n Rita’s. 
Always stop when in the neighborhood",$,NY,11368-3303,Corona,1012.5
Anthony's At Point Defiance,5910 N Waterfront Dr," American, Seafood, Soups",4.0,378,"The food was good, but that blackberry cobbler dessert was Out of this World!!! Great customer service, nice views, good food and amazing dessert !  Who could ask for more ??More",$$ - $$$,WA,98407-6521,Tacoma,1512.0
Guy Fieri's Chophouse,1900 Pacific Ave," American, Steakhouse, Bar",4.0,741,"This was our second time in the restaurant and it didn’t disappoint. Food was amazing and consistent. Our favorite is the onion soup, blackened salmon, wings, Baja shrimp and the pumpkin desert.",$$$$,NJ,08401-6714,Atlantic City,2964.0
Pappadeaux,Hwy 281," Seafood, American, Gluten Free Options",4.5,98,"Went for a late lunch today.
The server was a lovely young lady and also the hostess was kind enough to get a replacement chair with arms to accommodate my mother’s difficulty getting out of armless chairs.
Everything was fine until I got my drink...More",$$ - $$$,TX,TX,McAllen,441.0
Karavalli - Regional Cuisine of India,47 Caroline St," Indian, Vegan Options, Gluten Free Options",4.5,179,"We’ve eaten at many Indian restaurants in NY, NJ, and VA over the past 30 years. Karavalli is up there with the best. The atmosphere is very nice, the food tasted wonderful, and the staff were very friendly.",$$ - $$$,NY,12866-3230,Saratoga Springs,805.5
Uchi Dallas,2817 Maple Ave," Japanese, Sushi, Asian",4.5,267,"Some dishes are better than the other. It doesn't have to be the expensive ones. 
The sushi very good, the bun is less good... 
The desert is a must!",$$$$,TX,75201-1403,Dallas,1201.5
Taste of Thai Express,209 S Meadow St," Asian, Thai, Vegetarian Friendly",4.0,231,"Had dinner there with my wife and daughter in January 2020.  Relaxed comfortable setting.  Service was prompt, friendly and helpful.  Menu was broad and interesting.  Food was delicious.  Enjoyed the Pad See Ew, dumplings and dessert.",$$ - $$$,NY,14850-5213,Ithaca,924.0
Valenca,665 Monroe Ave," Seafood, European, Portuguese",4.5,526,Love this place I always have a great time when I go with my family. Service is amazing the place is beautiful inside and the waiters are great,$$ - $$$,NJ,07201-1638,Elizabeth,2367.0
John Henry's Cafe,1785 E Tahquitz Canyon Way," American, Vegetarian Friendly, Vegan Options",4.0,411,,$$ - $$$,CA,92262-7101,"Palm Springs, Greater Palm Springs",1644.0
SMACKY'S ON BROADWAY,6415 E Broadway Ave," American, Vegetarian Friendly",4.5,43,"Title says it all. Best sandwich in town. 
I come here often enough and have tried almost every thing they have to offer. I say for a fact it cant be beat. Give it a shot order from the large menu or ask for the...More",$,WA,99212-1036,Spokane Valley,193.5
Charlies Restaurant & Lounge,113 E Main," American, Vegetarian Friendly",4.0,60,Our group had a catered holiday party at Charlies. The food was great and the service was excellent. Everyone had a wonderful time.,$$ - $$$,WA,98372-3250,Puyallup,240.0
Brazen Fox,175 Mamaroneck Ave," Bar, Pub, American",4.0,101,"We moved to White Plains in June of 2019 and, living within walking distance of Mamaroneck Avenue, we've tried almost all of the restaurants on the strip.  We keep coming back to Brazen Fox!  Yes, it's what I generally consider to be bar food but...More",$$ - $$$,NY,10601-5302,White Plains,404.0
Daniel,60 East 65th Street," French, Vegetarian Friendly, Vegan Options",4.5,3274,"Wonderful restaurant, pleasant. The menu at DANIEL is a French culinary heritage. The food  is amazing.",$$$$,NY,10065-7056,New York City,14733.0
Olive Pit Grill,16365 Bolsa Chica St," Mediterranean, Greek, Middle Eastern",4.5,84,,$$ - $$$,CA,92649-2664,Huntington Beach,378.0
Piccola Cucina,184 Prince St," Italian, European, Sicilian",4.5,1045,"A very little restaurant but they provide amazing food and they are the nicest people you will meet. Loved it, would happily come again when in NY!",$$ - $$$,NY,10012-2979,New York City,4702.5
Heathen Brewing Feral Public House,1109 Washington St," American, Bar, Pub",4.5,108,"I have not been to Heathen for a while, so I was surprised to see that you have to go to the bar to order your food, among things like a self-serve utensil bar. I understand that the minimum wage has gone up and the...More",$$ - $$$,WA,98660-2921,Vancouver,486.0
Glenwood Pines Restaurant,1213 Taughannock Blvd," American, Bar, Pub",4.0,245,"Excellent food, drinks, and service.  I enjoyed a beer, we shared the fried spicy pickle appetizer, then I had their tasty fish fry with a salad and twice baked potato.  The location is midway between Trumansburg and Ithaca with lake views.  Casual and fun. The...More",$$ - $$$,NY,14850-9555,Ithaca,980.0
Baker's Water Street Bar & Grille,4 Robbins Pkwy," American, Bar, Seafood",3.5,332,"First off, shout out to the best bar tender I've ever had: Cale. She made awesome drinks, was super attentive, and hilarious. The drinks were all well made, and well priced. We came during happy hour, so we got some appatisers that were cheap and...More",$$ - $$$,NJ,08753-7622,Toms River,1162.0
Eddie V's Prime Seafood,2800 Kirby Dr," Steakhouse, Gluten Free Options",4.5,180,"Our family dines at this fine restaurant several times a year but always on Christmas Eve. Even though the place is always crowded then, it never seems rushed.

All the steaks, including the bone-in ribeye and filets, are delicious. Some of us add on their...More",$$$$,TX,77098-1273,Houston,810.0
Fire Slice Pizzeria,"7306 SW 34th, Space 10"," Italian, Pizza, Vegetarian Friendly",4.5,155,"It’s located in a alley, which is a little bit different but I like that. Little secret pizza place that’s great for business meetings, friends, family, or just a quick bite to eat. I’m slowly getting into wine. Cody is very knowledgeable and has helped...More",$$ - $$$,TX,79121,Amarillo,697.5
La Fusta Restaurant and Steak House,8032 Baxter Ave," Latin, Argentinean, Steakhouse",4.5,58,"As an Argentinian family - we have been coming here since the 80's - and we love itt. We were a table of 8 family members and had a great feast; there was chorizo, morcilla, molleja, bife de chrorizo, canellones y salad.

We have survived...More",$$ - $$$,NY,11373-1325,Elmhurst,261.0
Amaya Indian Cuisine,1900 Clinton Ave S," Indian, Vegetarian Friendly, Vegan Options",4.5,200,"Taken me 4 months to get round to reviewing this restaurant -  but feel it should be recognized, even if a little late.  Found this little gem of a restaurant while traveling in Rochester, NY.  Totally exceeded our expectations. Extensive menu with traditional fare.  Service...More",$$ - $$$,NY,14618-5621,Rochester,900.0
Villa Borghese III,475 Washington Blvd," Seafood, Italian, Pizza",4.0,130,"Came here today for a white party brunch with some friends. It was clearly an event and not a usual day of service. The music was pumping and they had hookah available. Service was good, but I definitely felt that the drinks were watered down....More",$$ - $$$,NJ,07310-2118,Jersey City,520.0
Turtle & the Wolf,622 Valley Rd," American, Contemporary, Vegetarian Friendly",4.5,67,"A cozy restaurant in chic area of Montclair. Outstanding service. Unfortunately, we had one major and one minor disappointment. The squash pasta dinner, while tasty, would not qualify as an appetizer based on the ridiculously small portion. The wooden chairs fit in aesthetically but are...More",$$ - $$$,NJ,07043-1420,Montclair,301.5
La Riviera Trattoria,421 Piaget Ave," Italian, Vegetarian Friendly, Vegan Options",4.5,114,Celiac and gluten free friendly restaurant. They have a separate gluten free kitchen. Very knowledgeable and aware of food allergies. Gluten free menu available. The food is excellent.,$$ - $$$,NJ,07011-3002,Clifton,513.0
Fire & Oak - Jersey City,479 Washington Blvd," American, Bar, Vegetarian Friendly",4.0,372,The Bass and Stuff Crabmeat was a winner. Sushi Appetizers were great. The overall selection represents a diverse option. A winner in JC.,$$ - $$$,NJ,07310-1972,Jersey City,1488.0
Maggiano's Little Italy,6001 W Park Blvd," Italian, Vegan Options, Vegetarian Friendly",4.0,274,I went with my family for a celebration and I ordered the suggested plate by the server and of course it was delicious along with the tiramisu dessert. No delays on the food or beverages. To close the late lunch we ordered expressos. I will...More,$$ - $$$,TX,75093-4301,Plano,1096.0
Sam's of Gedney Way,50 Gedney Way," American, Vegetarian Friendly, Vegan Options",4.5,192,"Juan, our waiter gave us excellent service.  After we were seated, he brought us a basket of fresh croissants and scones that were so good, he brought us some more.Brunch entrees come with a free Mimosa, Bloody Mary or Bellini. The French toast was very...More",$$ - $$$,NY,10605-2518,White Plains,864.0
Piccolo Sogno,19514 47th Ave," Pizza, Italian, Sicilian",4.5,80,Checked reviews and this place is Perfect!   Eating in outdoor area was nice.  Service great.  The food choices are seemingly endless and tough to choose.  Wine was great.  Fair prices and the very best tiramisu I have ever had.   Great all around,$$ - $$$,NY,11358-3910,Flushing,360.0
WildFin American Grill,5115 Grand Loop," American, Bar, Seafood",4.0,289,"Dined here for a date night. Great food, friendly service, made a reservation and was seated promptly, good server and flavorful food. 

I recommend the burger, just not with the cheese unless you like aged vintage gorgonzola, and the fries are amazing! Didnt fancy all...More",$$ - $$$,WA,98407-3180,Tacoma,1156.0
Vonda's Kitchen,183 W Kinney St, American,4.0,39,"Unfortunately we had read they were vegan-friendly and we found out this was completely untrue. Of course, comfort food and vegan doesn't make any sense so we were foolish to believe the on-line (not TripAdvisor) reviews. Aside from that, we found the service attentive, but...More",$$ - $$$,NJ,07103-4116,Newark,156.0
The Guenther House Restaurant,205 E Guenther," American, Vegetarian Friendly, Vegan Options",4.5,1333,The Guenther House is a San Antonio landmark located in the historic King William District. If the wait weren’t so long—my wife and I waited about 2 hours for a table—I would say that would be an acceptable wait time so long as the food...More,$$ - $$$,TX,78204-1404,San Antonio,5998.5
Shawn O'Donnell's American Grill and Irish Pub,122 128th St SE," American, Irish, Bar",4.5,358,My wife and I drop in several times of year and realize it should be more often.  The food and beverage choices are extensive and not a looser on the list!  Shawn and his staff always provide the best in hospitality as well as serving...More,$$ - $$$,WA,98208-6336,Everett,1611.0
Fogo de Chao Brazilian Steakhouse,1900 Hughes Landing Blvd.," Barbecue, Brazilian, Vegetarian Friendly",4.5,614,We enjoyed some great food on a family reunion and had great service! I recommend the picana and the desserts.,$$ - $$$,TX,77380,The Woodlands,2763.0
Panera Bread,2107 South 320th Street," American, Soups, Cafe",4.0,42,Met my girlfriend for lunch the other day.  So happy to see my favorite salad is back - the Strawberry Poppy Seed Salad with Chicken!!  YUM!!!  Left with a big smile on my face!!,$$ - $$$,WA,98003,Federal Way,168.0
The Plaza Restaurant,2101 S Soncy Rd," Mexican, Southwestern, Vegetarian Friendly",4.5,314,"Everything I've tried has been good! I would suggest a first time guest get the build your own enchiladas, bowl of queso with your chips,  a Plaza Sunrise for a drink, and is you have room for dessert,  a traditional sopapilla and some ice cream!",$$ - $$$,TX,79124-2157,Amarillo,1413.0
